ID,Title,State,State Reason,Number,Created At,Updated At,Closed At,URL,Author,Labels,Assignees,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24,,
I_kwDOAJZX9s5uL6xQ,ghost:5-alpine Latest update gone bad: SQLITE_ERROR: too many terms in compound SELECT,CLOSED,NOT_PLANNED,17703,2023-08-13T14:32:42Z,2024-03-11T17:04:58Z,2024-03-11T17:04:58Z,https://github.com/TryGhost/Ghost/issues/17703,grigio,"stale, investigating",,"grigio (2023-08-13T14:44:29Z): maybe related to https://github.com/knex/knex/issues/5644
 | grigio (2023-08-13T14:49:45Z): WORKAROUND roll back to `ghost:5.54-alpine` is latest bug-free release | daniellockyer (2023-08-14T10:59:57Z): @grigio Are you able to post more content from the logs? Half of the output is cut off 🙂  | grigio (2023-08-15T18:01:41Z): @daniellockyer 

Updated from `ghost:5.54-alpine` to `ghost:5-alpine`

```
docker compose up
[+] Running 1/1
 ✔ Container blog-app-1  Created                                                                                                                                            0.2s 
Attaching to blog-app-1
blog-app-1  | [2023-08-15 17:59:20] INFO Ghost is running in production...
blog-app-1  | [2023-08-15 17:59:20] INFO Your site is now available on https://....
blog-app-1  | [2023-08-15 17:59:20] INFO Ctrl+C to shut down
blog-app-1  | [2023-08-15 17:59:20] INFO Ghost server started in 2.219s
blog-app-1  | [2023-08-15 17:59:20] WARN Database state requires migration.
blog-app-1  | [2023-08-15 17:59:21] INFO Creating database backup
blog-app-1  | [2023-08-15 17:59:21] INFO Database backup written to /var/lib/ghost/content/data/tech-blog.ghost.2023-08-15-17-59-21.json
blog-app-1  | [2023-08-15 17:59:21] INFO Running migrations.
blog-app-1  | [2023-08-15 17:59:21] INFO Creating built in collections
blog-app-1  | [2023-08-15 17:59:21] INFO Populating built-in collections
blog-app-1  | [2023-08-15 17:59:21] WARN Batch inserting 631 collection posts for collection 64dbbcf9b3d1650001cf21bd
blog-app-1  | [2023-08-15 17:59:21] INFO Rolling back: insert into `collections_posts` (`collection_id`, `id`, `post_id`, `sort_order`) select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21bf' as `id`, '63489e377e2a250001abcdb4' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c0' as `id`, '6348a28fc87fd00001c12635' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c1' as `id`, '6348a28fc87fd00001c12636' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c2' as `id`, '6348a28fc87fd00001c12637' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c3' as `id`, '6348a28fc87fd00001c12638' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c4' as `id`, '6348a28fc87fd00001c12639' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `co
...
c53' as `post_id`, 0 as `sort_order` - SQLITE_ERROR: too many terms in compound SELECT.
blog-app-1  | [2023-08-15 17:59:21] INFO Deleting built in collections
blog-app-1  | [2023-08-15 17:59:21] INFO Rollback was successful.
blog-app-1  | [2023-08-15 17:59:22] ERROR insert into `collections_posts` (`collection_id`, `id`, `post_id`, `sort_order`) select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21bf' as `id`, '63489e377e2a250001abcdb4' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c0' as `id`, '6348a28fc87fd00001c12635' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c1' as `id`, '6348a28fc87fd00001c12636' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c2' as `id`, '6348a28fc87fd00001c12637' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c3' as `id`, '6348a28fc87fd00001c12638' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`,
...
blog-app-1  | {""config"":{""transaction"":true},""name"":""2023-07-10-05-16-55-add-built-in-collection-posts.js""}
blog-app-1  | ""Error occurred while executing the following migration: 2023-07-10-05-16-55-add-built-in-collection-posts.js""
blog-app-1  | 
blog-app-1  | Error ID:
blog-app-1  |     300
blog-app-1  | 
blog-app-1  | Error Code: 
blog-app-1  |     SQLITE_ERROR
blog-app-1  | 
blog-app-1  | ----------------------------------------
blog-app-1  | 
blog-app-1  | Error: insert into `collections_posts` (`collection_id`, `id`, `post_id`, `sort_order`) select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21bf' as `id`, '63489e377e2a250001abcdb4' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c0' as `id`, '6348a28fc87fd00001c12635' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c1' as `id`, '6348a28fc87fd00001c12636' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c2' as `id`, '6348a28fc87fd00001c12637' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c3' as `id`, '6348a28fc87fd00001c12638' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c4' as `id`, '6348a28fc87fd00001c12639' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c5' as `id`, '6348a28fc87fd00001c1263a' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c6' as `id`, '6348a28fc87fd00001c1263b' as `post_id`, 0 as `sort_order` union all select '64dbbcf9b3d1650001cf21bd' as `collection_id`, '64dbbcf9b3d1650001cf21c7' as `id`, '6348a28fc87
``` | jameshome (2023-08-29T01:10:12Z): I'm seeing the same issue with the same migration on a non-docker install. | jameshome (2023-08-29T18:27:37Z): @grigio, do you also have a large number of posts in your development environment? I'm guessing that might be a factor here. | grigio (2023-11-05T07:44:54Z): > @grigio, do you also have a large number of posts in your development environment? I'm guessing that might be a factor here.

~ 500 | jameshome (2023-11-05T16:48:41Z): Yeah, that checks out. I bet few people are running their dev instances against their production databases, which is why this error isn't more widespread. | github-actions (2024-03-04T17:04:47Z): Our bot has automatically marked this issue as stale because there has not been any activity here in some time.

The issue will be closed soon if there are no further updates, however we ask that you do not post comments to keep the issue open if you are not actively working on a PR.

We keep the issue list minimal so we can keep focus on the most pressing issues. Closed issues can always be reopened if a new contributor is found. Thank you for understanding 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5t_1mw,@page object not available in pages created via routes and data property,CLOSED,COMPLETED,17681,2023-08-10T15:44:13Z,2023-08-11T13:50:03Z,2023-08-11T13:50:03Z,https://github.com/TryGhost/Ghost/issues/17681,norberthnd,bug,kevinansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5t9YnE,No returning customer/newsletter functionality,CLOSED,NOT_PLANNED,17670,2023-08-10T09:37:30Z,2023-08-22T08:23:51Z,2023-08-11T07:08:50Z,https://github.com/TryGhost/Ghost/issues/17670,leder11011,self hosting,,"github-actions (2023-08-11T07:08:49Z): Hey @leder11011 👋

We've reviewed your bug report and believe the issue is environment specific, rather than a bug. Many questions can be answered by reviewing our [documentation](https://ghost.org/docs/). If you can't find an answer then our [forum](https://forum.ghost.org/c/help/self-hosting/18) is a great place to get community support, plus it helps create a central location for searching problems/solutions. | leder11011 (2023-08-22T08:18:47Z): Hi Daniel,
I completely installed tryghost with your website installer on heroku: Why do you believe the OP is not a bug but an environment issue?
Additionally on the ""Forum"" mentioned above nobody answers.
I would appreciate if you have a look at this issue.
Best regards
Gerrit | leder11011 (2023-08-22T08:23:50Z): Please reopen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5tzOzf,"The ""sign in"" , ""subscribe"" and ""sign up"" button do not work",CLOSED,COMPLETED,17638,2023-08-08T21:46:59Z,2023-08-10T09:23:22Z,2023-08-10T09:23:12Z,https://github.com/TryGhost/Ghost/issues/17638,danielraffel,,,"sybo-matthew (2023-08-10T07:12:53Z): What theme is that? Is it Casper? Are there any errors in the browser console? 

The reason I ask is I just ran a fresh docker-compose with default everything and the same version and there is no issue, which makes me wonder if its theme related.  | danielraffel (2023-08-10T09:23:12Z): thanks for following up. actually, I think we can close this. I noticed when I switched the URL to a https:// things worked fine. but, when it was setup with http:// the buttons didn't work.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5tuffw,Ghost doesn't support IPv6-only hosts for sending email,CLOSED,COMPLETED,17627,2023-08-08T09:11:14Z,2024-03-23T18:35:18Z,2023-09-06T08:15:12Z,https://github.com/TryGhost/Ghost/issues/17627,sybo-matthew,"bug, help wanted",,"daniellockyer (2023-08-11T06:48:26Z): Hey there, thank you so much for the detailed bug report.

A PR to fix this issue would be very welcome 🙂 | chairulakmal (2023-08-26T07:19:47Z): Hi @sybo-matthew 👋
GhostMailer uses [nodemailer@6.6.3](https://github.com/TryGhost/Ghost/blob/b545f234b2f77a385b6a09ef5bb6b6a2a44aba9e/yarn.lock#L7080) which accepts the workaround you mention: set the IP address as host and set the domain name as tls hostname.

Have you tried using the workaround in `config.production.json`?
If `Direct` transport doesn't work, perhaps `SMTP` would:

```
""mail"": {
    ""transport"": ""SMTP"",
    ""options"": {
      ""host"": ""::"",
      ""port"": 587,
      ""secure"": false,
      ""auth"": {
          ""user"": ""username"",
          ""pass"": ""password""
      },
      ""tls"": {
        ""rejectUnauthorized"": true,
        ""servername"": ""smtp.server.cloud""
      }
    }
}
```

I was going to test this on my local instance until I realized my ISP doesn't support IPv6 yet 🥲 | sybo-matthew (2023-09-06T08:15:12Z): @chairulakmal So sorry for the late response but this worked like a charm. Thank you for the help. For anyone else who stumbles across this post in the future, let me leave you the tips you need to make this work. 

- set up the `config.production.json` as outlined above
- ensure that you have manually configured an IPv6 DNS server inside of /etc/docker/daemon.json. Mine is as follows:
```
""dns"": [
	  ""2001:4860:4860::8888"",
	  ""8.8.8.8"",
	  ""2001:4860:4860:0:0:0:0:8888""
  ]
```
Confirmed this works with all IPv6 compatible SMTP services I tested it with.  | imp1sh (2024-03-23T18:35:17Z): I vote for reopening this as there's only a workaround given. I consider this to be a bug as software should prefer using IPv6 over IPv4 instead of the other way around.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5tXahm,DB migration failure on donation_payments_events in 5.57.2,CLOSED,COMPLETED,17584,2023-08-03T11:15:16Z,2023-08-09T13:47:30Z,2023-08-09T13:47:30Z,https://github.com/TryGhost/Ghost/issues/17584,major,needs:info,,"major (2023-08-03T11:16:13Z): My current `members` table today as it exists in MySQL:

```
mysql> describe members;
+------------------------------+---------------+------+-----+---------+-------+
| Field                        | Type          | Null | Key | Default | Extra |
+------------------------------+---------------+------+-----+---------+-------+
| id                           | varchar(24)   | NO   | PRI | NULL    |       |
| uuid                         | varchar(36)   | YES  | UNI | NULL    |       |
| email                        | varchar(191)  | NO   | UNI | NULL    |       |
| status                       | varchar(50)   | NO   |     | free    |       |
| name                         | varchar(191)  | YES  |     | NULL    |       |
| expertise                    | varchar(191)  | YES  |     | NULL    |       |
| note                         | varchar(2000) | YES  |     | NULL    |       |
| geolocation                  | varchar(2000) | YES  |     | NULL    |       |
| enable_comment_notifications | tinyint(1)    | NO   |     | 1       |       |
| email_count                  | int unsigned  | NO   |     | 0       |       |
| email_opened_count           | int unsigned  | NO   |     | 0       |       |
| email_open_rate              | int unsigned  | YES  | MUL | NULL    |       |
| last_seen_at                 | datetime      | YES  |     | NULL    |       |
| last_commented_at            | datetime      | YES  |     | NULL    |       |
| created_at                   | datetime      | NO   |     | NULL    |       |
| created_by                   | varchar(24)   | NO   |     | NULL    |       |
| updated_at                   | datetime      | YES  |     | NULL    |       |
| updated_by                   | varchar(24)   | YES  |     | NULL    |       |
+------------------------------+---------------+------+-----+---------+-------+
18 rows in set (0.00 sec)
``` | daniellockyer (2023-08-09T11:16:12Z): Hey @major - did you update your DB from MySQL 5 to 8 recently? I believe this is due to mismatched collations and not a bug within Ghost itself as we're not seeing this elsewhere | github-actions (2023-08-09T11:16:28Z): Note from our bot: The `needs:info` label has been added to this issue. Updating your original issue with more details is great, but won't notify us, so please make sure you leave a comment so that we can see when you've updated us. | major (2023-08-09T11:43:09Z): @daniellockyer Thanks for the reply. I did switch weeks ago. Is there a guide for getting these collations corrected? | major (2023-08-09T12:55:31Z): @daniellockyer For what it's worth, I ran through [some steps](https://dnsmichi.at/2022/06/01/ghost-v5-upgrade-with-mysql-8-collation-migration-in-docker-compose/) to change the collation on my tables and that seems to have fixed it.

```
[2023-08-09 12:47:39] INFO Ghost server started in 0.994s
[2023-08-09 12:47:39] WARN Database state requires migration.
[2023-08-09 12:47:40] INFO Creating database backup
[2023-08-09 12:47:40] INFO Database backup written to ...
[2023-08-09 12:47:40] INFO Running migrations.
[2023-08-09 12:47:40] INFO Adding members.email_disabled column
[2023-08-09 12:47:40] INFO Setting email_disabled to true for all members that have their email on the suppression list
[2023-08-09 12:47:40] INFO Setting nullable: stripe_products.product_id
[2023-08-09 12:47:40] INFO Adding table: donation_payment_events
[2023-08-09 12:47:40] INFO Adding setting: donations_currency
[2023-08-09 12:47:40] INFO Adding setting: donations_suggested_amount
[2023-08-09 12:47:40] INFO Database is in a ready state.
[2023-08-09 12:47:40] INFO Ghost database ready in 2.087s
``` | daniellockyer (2023-08-09T13:47:30Z): Great! 

We do mention collations here: https://ghost.org/docs/faq/troubleshooting-mysql-database/#error-er_cant_create_table-with-_foreign-key-constraint-is-incorrectly-formed_, but this now seems to be a different error code. I'll see if we can add this to the docs so it's more searchable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5tLzs5,Disappearing content on upgrade to 5.56.0,CLOSED,COMPLETED,17558,2023-08-01T18:29:39Z,2023-08-09T16:09:24Z,2023-08-09T10:49:35Z,https://github.com/TryGhost/Ghost/issues/17558,verement,,,"sergiospagnuolo (2023-08-03T17:13:54Z): Got the same errors | daniellockyer (2023-08-09T10:49:34Z): Would you be able to try v5.57.1 or above? I believe this is now fixed | verement (2023-08-09T16:09:23Z): Thank you, this is confirmed fixed in 5.57.1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5tDW5n,Text customization bar shows up on top of the preview overlay,CLOSED,COMPLETED,17542,2023-07-31T16:14:15Z,2023-10-03T14:08:41Z,2023-10-03T14:08:41Z,https://github.com/TryGhost/Ghost/issues/17542,snowywaffles,bug,,"asenseofpradhyu (2023-08-13T12:19:02Z): Hey @snowywaffles 

I tried your steps to reproduce the issue but I'm not able to see highlighted customization bar in the preview screen... | kartikgothwal (2023-10-01T19:42:16Z): can you give a video or a link of this issue, i would like to solve it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5s-mCA,symlinks in themes are not allowed,CLOSED,NOT_PLANNED,17534,2023-07-31T03:48:48Z,2023-08-11T07:18:31Z,2023-08-11T07:18:12Z,https://github.com/TryGhost/Ghost/issues/17534,ChrisCates,self hosting,,"github-actions (2023-08-11T07:18:12Z): Hey @ChrisCates 👋

We've reviewed your bug report and believe the issue is environment specific, rather than a bug. Many questions can be answered by reviewing our [documentation](https://ghost.org/docs/). If you can't find an answer then our [forum](https://forum.ghost.org/c/help/self-hosting/18) is a great place to get community support, plus it helps create a central location for searching problems/solutions. | daniellockyer (2023-08-11T07:18:31Z): I think this is due to your ln command. I have a feeling you need to set an absolute path as the source. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5s7t6F,Ghost Redirect yaml broke my site,CLOSED,NOT_PLANNED,17531,2023-07-29T18:37:47Z,2023-07-31T18:32:50Z,2023-07-31T18:32:37Z,https://github.com/TryGhost/Ghost/issues/17531,mikejones3,,,"RohitLakh (2023-07-30T10:11:52Z): @mikejones3 The regex that you are using for `/` will match for any url. 
URL home/ -> home/home/ -> home/home/home/ till infinite until the server stops redirecting. 

You can use regex here to implement the base route that you want to update

This would work just fine for you.

```
301:
  ^\/$: /home/
```

This will only match `/`, nothing before and nothing after | mikejones3 (2023-07-30T15:28:12Z): thanks! | ErisDS (2023-07-31T18:32:37Z): Hi @mikejones3, Ghost has worked as expected here. As @RohitLakh has explained, the redirect you have setup will match any path.

You've also setup your redirect to point to `/home` without a trailing slash, but Ghost always redirects to the version with a trailing slash, probably adding to the pain here.

I think you already found a similar reply from me [on the forum](https://forum.ghost.org/t/undoing-a-redirect-loop/26795/4) but a 301 redirect is a permanent redirect and will be heavily cached, so it's expected that uploading a new file alone won't fix the broken redirect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,Won't Fix,
I_kwDOAJZX9s5s53TY,Unknown Global Helper Used,CLOSED,COMPLETED,17529,2023-07-28T21:29:30Z,2023-08-01T09:12:16Z,2023-08-01T09:12:16Z,https://github.com/TryGhost/Ghost/issues/17529,redsterns,bug,,"cathysarisky (2023-07-30T20:28:46Z): This appears to be specific to 5.56, and maybe to Casper on 5.56.  You may want to pin your version at 5.55.2 until the Ghost team can resolve it.  Discussion over here: https://forum.ghost.org/t/theme-errors-after-update-to-5-56/40128/8 | redsterns (2023-07-30T23:16:16Z): My purchased theme is also broken on 5.56.  Thanks for the link.  I managed to roll back to 5.55.2.  I don't know how to pin my version, would you be willing to put a link here with instructions, for posterity?  Thanks! | ErisDS (2023-07-31T18:25:48Z): Hey @redsterns thanks for the bug report. 

Most important to repeat @royalfig on the [forum](https://forum.ghost.org/t/theme-errors-after-update-to-5-56/40128/10).

**This error won’t cause your site or Casper to stop working.**

It's a warning that the theme is using a helper that doesn't do anything (yet).

We have a new feature that we're working on releasing. As part of that work, we've rolled out a missing check in gscan (it was there but not wired up 🙈) that identifies any `@global` helpers used in a theme that don't exist. Ideally, that check would have been there for years, to help anyone who installs a too-up-to-date theme on an old Ghost install, the same as we have for helpers like `{{match}}`.

Meanwhile, we've done the prep work to launch the feature by updating Casper, the default theme. But we've not shipped these changes, or the new helper just yet.

However, the automated release of Ghost on Friday picked up the changes in Casper unexpectedly - which is a bug as it's meant to work off of the latest release.

We've implemented a fix for the broken release process, and a fixed release will be shipped soon.
 | ErisDS (2023-08-01T09:12:16Z): - [Ghost 5.56.1](https://github.com/TryGhost/Ghost/commit/09d967a1975d47ea084144c05240cd8caa343ee8) resolves the issue with Casper being a few commits ahead. There are no related commits in Ghost because this was a problem with the build/release tooling grabbing the wrong version into the tar file.
- [Ghost 5.57.0](https://github.com/TryGhost/Ghost/pull/17544) adds the new [@page features](https://ghost.org/docs/themes/helpers/page/)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5s4ZZ2,Ghost v5.56.0 has some routing issues with @siteurl helper,CLOSED,NOT_PLANNED,17528,2023-07-28T16:30:57Z,2023-07-31T18:19:14Z,2023-07-31T18:14:38Z,https://github.com/TryGhost/Ghost/issues/17528,sergiospagnuolo,,,"betschki (2023-07-28T18:27:47Z): Same goes for the ""page"" helper:
<img width=""543"" alt=""CleanShot 2023-07-28 at 20 26 41@2x"" src=""https://github.com/TryGhost/Ghost/assets/25703384/1adaec52-1481-43cd-ae96-c7930a9ea6bd"">

This is from a blank and fresh install using `ghost install --local` – the error therefore comes from the current Casper theme.
 | cathysarisky (2023-07-30T20:32:10Z): The second error seems to be a real issue with 5.56.  (That's a brand new helper that's apparently not getting recognized.)

But your first error is a typo - the correct expression is {{@site.url}} - note the dot.  If this isn't one of the included Ghost themes, you'd want to report the problem to the theme creator, not here. :)
 | ErisDS (2023-07-31T18:14:38Z): Hey @sergiospagnuolo, what @cathysarisky has said is correct - this is not a bug in Ghost but rather a bug in your theme. There isn't and has never been a `{{@siteurl}}` helper, it should be `{{@site.url}}`. 

Because it doesn't exist it won't do anything, that behaviour hasn't changed. What has changed is we have wired up a missing check that looks for these issues and reports on them.

@betschki the issue you've run into is different-but-related and reported here: https://github.com/TryGhost/Ghost/issues/17529 | sergiospagnuolo (2023-07-31T18:19:14Z): Tks for the answers. Funny that `siteurl` has always worked for me, it is working now as we speak. It just stopped working on the new version. But I will make the changes and then update the version. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
I_kwDOAJZX9s5syYZ1,Unable to run VSCode debugger from launch.json,CLOSED,NOT_PLANNED,17523,2023-07-27T20:15:52Z,2023-08-09T10:52:02Z,2023-08-09T10:51:52Z,https://github.com/TryGhost/Ghost/issues/17523,RohitLakh,,,"RohitLakh (2023-07-27T20:16:36Z): Creating a PR for this to solve this | RohitLakh (2023-07-27T20:39:41Z): @daniellockyer I have created PR here: https://github.com/TryGhost/Ghost/pull/17525

There are some documentation change that needs to be done due to some global installation of external dependency which is `npm i -g nx`, not exactly sure where to do that, if you can point it out will update that as well | daniellockyer (2023-08-09T10:51:52Z): This is already fixed on `main` 🙂 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
